Department,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No, Amount ,Description,Post Code,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,13-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9210009242145143," £57,711.57 ",Routine Maintenance,EN1 1TH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,HAMMOND (ECS) LTD,782709," £57,687.74 ",Protocol HRE,CF44 0AE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,HANSON CONTRACTING,782040," £57,686.22 ",Renewals of Roads,SL6 4JJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,ICT Software Maintenance,IT DIRECTORATE,VODAFONE LIMITED (TELEPHONE ACCOUNTS),781764," £57,587.98 ",Support General Corporate Services,SE1 0SL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,13-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,CONF9134304341356143," £57,555.01 ",Environment Biod. Delivery,DE55 5JY,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,000000 AUC - Phase 1,AUC - Phase 1,SOIL ENGINEERING GEOSERVICES LIMITED,#," £57,547.62 ",(NB) WP-CPC-001,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,VINCI JV,781918," £57,500.00 ",Innovation Safety Delivery,WD24 4WW,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,31/01/2020,Mnr Build Proj <#150K Non-Ass,Estates,AGM Interiors Ltd,233083337," £57,466.33 ",Refurbishment - Greenock - 29.01.2020,G51 3HZ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,02/01/2020,P40030 - Chief Operating Officer (COO),Property Valuations,DELOITTE LLP T/A DRIVERS JONAS DELOITTE,#," £57,427.10 ",C595 - West Midlands Acquisitions & Advi,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,30-01-2020,Consultants Costs,OPERATIONS DIRECTORATE,OVE ARUP & PARTNERS,783303," £57,236.32 ",Operate General Management Costs,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,STRATEGY & PLANNING DIR,OVE ARUP & PARTNERS,782800," £57,056.33 ",Support General Other,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,27/01/2020,Info Broker Costs,Operations,Deloitte LLP,2000027561," £57,000.00 ",#,MK9 1FD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,CM - Compensation / Variation Costs,OPERATIONS DIRECTORATE,BALFOUR BEATTY CIVIL ENGINEERING LTD,783008," £56,947.33 ",Technology Maintenance,SW1V 1LQ,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,29/01/2020,Electricity,Fhq Estates Manager,Edf Energy,501336," £56,939.64 ",Electricity,PL3 5XQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,Contractor Costs,IT DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,781279," £56,849.29 ",Operate General Management Costs,CV34 5AH,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,23/01/2020,IT Consultancy - Non Rec (DVLA only),Information Services,LA INTERNATIONAL COMPUTER,2000029503," £56,832.00 ",#,ST1 5UB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WILSON & SCOTT (HIGHWAYS) LTD,CONF9213303342143273," £56,793.79 ",Renewals of Roads,SL3 0HQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,UP AND UNDER LIMITED,781785," £56,678.27 ",Renewals of Structures,CW1 6FA,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,16/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £56,563.74 ",EWR - Stage 1 Remit,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9213606630007049," £56,510.81 ",LNMS Other Economy,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,CONF9075501941717771," £56,489.62 ",Renewals of Roads,DE55 5JY,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,J MCCANN & CO (NOTTM) LIMITED,CONF9212700630093386," £56,393.67 ",Environment Carbon Delivery,NG9 6DQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,SSE POWER DISTRIBUTION,#," £56,216.71 ",SSE Chiltern TBM Connection,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9213606642116473," £56,140.50 ",Renewals of Roads,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9212012742120046," £56,062.34 ",Routine Maintenance,EN1 1TH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,782437," £56,011.20 ",Renewals of Roads,WF1 3QP,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,08/01/2020,Wan Recurring Charges,Projects Rev Exp,Virgin Media Business,494713," £55,933.76 ",Wan Recurring Charges,RG27 9UP,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,30/01/2020,TELEPHONE CHARGES,APPLICATIONS & INFRASTRUCTOR,TELENT TECHNOLOGY SERVICES LIMITED,5100009616," £55,920.59 ",ANNUAL SERVICE CHARGE,CV34 5AH,GB239137065,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,30/01/2020,TELEPHONE CHARGES,APPLICATIONS & INFRASTRUCTOR,TELENT TECHNOLOGY SERVICES LIMITED,5100009633," £55,920.59 ",ANNUAL SERVICE CHARGE,CV34 5AH,GB239137065,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Transport  Consult,#N/A,Mott MacDonald Limited,2000022172," £55,814.87 ",#,CR0 2EE,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Legal Consultancy,DG_RAIL - Network Services,Ashurst LLP,2000022185," £55,794.65 ",Legal fees,EC2A 2HA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,782274," £55,701.85 ",SR13 Smart Motorway Scheme,ME18 5NN,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,13/01/2020,000000 - Auc - Non Infrastructure,Auc - Non Infrastructure,FUJITSU SERVICES LTD,#," £55,658.40 ",ORHS-RCO3-011 (PCR 195)– Extension?of SRM resources? ,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,WSP UK LIMITED,783222," £55,458.38 ",Feasibility,WC2A 1AF,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,28/01/2020,TELEPHONE CHARGES,LIVE SERVICES,BRITISH TELECOM,VP28060270M20601," £55,444.87 ",LIVE SERVICES BRITISH TELECOM,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,Contractor Costs,IT DIRECTORATE,COSTAIN INTEGRATED TECHNOLOGY SOLUTIONS LTD,783214," £55,419.90 ",Technology Maintenance,BS24 7JP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",COSTAIN INTEGRATED TECHNOLOGY SOLUTIONS LTD,782759," £55,400.00 ",Innovation Safety Feasibility,BS24 7JP,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,09/01/2020,CRB CHECKS,ADI REGISTER,GB GROUP PLC,5100009067," £55,394.35 ",DBS FEE,CH4 9GB,GB539716218,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,W J NORTH LIMITED,CONF9144804241401133," £55,238.68 ",Renewals of Roads,ST5 6AZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,ICT Hardware Maintenance,IT DIRECTORATE,XEROX (UK) LTD,783095," £55,204.45 ",Support General Corporate Services,UB8 1HS,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Transport  Consult,#N/A,KPMG,2000022316," £55,200.00 ",#,WD17 1DE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,13-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC203979," £55,101.66 ",Winter Maintenance - Assets,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,APC203995," £55,014.25 ",LNMS Other Economy,EN6 3NP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,ROADLINK (A69) LTD,781706," £55,000.00 ",Operate Roads PFI Service Payments,NE43 7TN,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,27/01/2020,P40030 - Chief Operating Officer (COO),Property Valuations,CARTER JONAS,#," £54,797.09 ",Acquisitions & Advice - Leeds Leg South,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,Salt,OPERATIONS DIRECTORATE,SAFECOTE LTD,783138," £54,779.38 ",Corporate,SK5 6DA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CEMEX PAVING SOLUTIONS LIMITED,781439," £54,774.06 ",Renewals of Roads,CV21 2DT,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - ICT (A),FINANCE & BUSINESS SERVICES,ESTILO INTERIORS LTD,781493," £54,728.35 ",Support General Corporate Services,B3 1EP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,AMALGAMATED CONSTRUCTION LTD (AMCO),783029," £54,602.57 ",Protocol HRE,LS25 3AA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,781760," £54,493.34 ",Feasibility,SL6 4UB,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,13/01/2020,Aviation Fuel Charge,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233082535," £54,483.76 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CARNELL SUPPORT SERVICES,CONF9212802042148280," £54,483.06 ",Environment Water Quality Delivery,ST19 5DJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,Consultants Costs,OPERATIONS DIRECTORATE,AECOM,782608," £54,462.12 ",Operate General Other,B4 6AT,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,08/01/2020,IT SERVICE RUNNING COSTS,IA HEALTH CEHCKSS (ITHC),INFORMATION RISK MANAGEMENT LIMITED,5100008921," £54,428.52 ",VOL ITHC 2019 - 31.12.19,GL50 3JR,GB729811219,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,09/01/2020,Research,Aviation,Civil Aviation Authority,2000020708," £54,385.00 ",#,RH6 0YR,,,,,,,,,,,,,,,,,,,
Department For Transport,East West Rail,23/01/2020,Rent,Corporate,BNP Paribas Real Estate,1131," £54,350.70 ",4th Flr Albany House rent - Jan 2020,EC2V 7BP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,782660," £54,270.48 ",SR13 Smart Motorway Scheme,G2 7HX,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203941," £54,255.75 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,08/01/2020,Wan Recurring Charges,Projects Rev Exp,Virgin Media Business,500248," £54,048.00 ",Wan Recurring Charges,RG27 9UP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,Consultants Costs,OPERATIONS DIRECTORATE,MOTT MACDONALD GROUP LTD,782507," £53,782.35 ",Operate General Other,CR0 2EE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,30-01-2020,Consultants Costs,OPERATIONS DIRECTORATE,THE MET OFFICE,783375," £53,759.11 ",TM - Other,EX1 3PB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,Contractor Costs,IT DIRECTORATE,COSTAIN INTEGRATED TECHNOLOGY SOLUTIONS LTD,782956," £53,707.63 ",Technology Maintenance,BS24 7JP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,TURNER & TOWNSEND,781349," £53,678.60 ",Feasibility,LS18 4GH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,A E YATES LTD,CONF9133702841375024," £53,573.76 ",LNMS Other Economy,BL6 4SB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,782679," £53,472.49 ",RIS 1 Schemes,G2 7HX,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,24/01/2020,P40030 - Chief Operating Officer (COO),Claimants Professional Fees,PRIORY CENTRAL SERVICES LTD,#," £53,426.64 ","Claim #2 in accordance with the Costs Agreement Dated 10 October 2019 between Priory Education Services Ltd,",,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,TA Cost AUC - Programme,IT DIRECTORATE,DYNNIQ,783510," £53,420.42 ",Technology Projects - Economy,RG24 8WZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS-CH2M JOINT VENTURE,781576," £53,420.40 ",SR13 Smart Motorway Scheme,W6 7EF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9074201941717852," £53,404.51 ",Renewals of Roads,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,14/01/2020,P40035 - Chief Finance Officer,It Services,FUJITSU SERVICES LTD,#," £53,289.60 ",ORHS-RCO3-026 Dynamics Development Support,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC204020," £53,256.87 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,GROUND CONTROL LIMITED,CONF9101400841003595," £53,241.26 ",Renewals of Roads,TF11 9JB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,GALLIFORD TRY INFRASTRUCTURE LIMITED,781570," £53,195.25 ",Feasibility,LE10 3JH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,APC204027," £53,171.43 ",Support General Other,EN6 3NP,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,27/01/2020,Cap Grt Loc Auth,"Energy,Technology & Innovation",Canterbury City Council,2000022088," £53,166.00 ",Canterbury On Street,CT1 1YW,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,781564," £53,156.50 ",Feasibility,SL6 4UB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,JACOBS UK LTD,782724," £53,116.85 ",Safety Delivery,G2 7HX,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,ICT Hardware Maintenance,IT DIRECTORATE,NETCOMPANY UK LTD,783094," £53,093.00 ",Support General Corporate Services,DE1 2BU,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC204006," £52,852.83 ",Renewals of Roads,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,17/01/2020,Comp S/Ware - Non FA,Information & Communications Technology,Egress Software Technologies Ltd,233082854," £52,800.00 ",Expert system software,EC1Y 8AF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9100004600000005," £52,779.30 ",Routine Maintenance,OX4 4DQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,15/01/2020,Subsidies Private Se,Local,Mike de Courcey Travel Ltd,2000021072," £52,768.48 ",MIKE DE COURCEY TRAVEL LTD,CV3 4FG,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,Consultants Costs,STRATEGY & PLANNING DIR,WSP UK LIMITED,781951," £52,462.50 ",Support General Other,WC2A 1AF,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,30/01/2020,P40035 - Chief Finance Officer,Modelling And Analysis,SYSTRA LTD,#," £52,402.75 ",Transport Model Development,,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,08/01/2020,Wan Recurring Charges,Projects Rev Exp,Virgin Media Business,500030," £52,304.40 ",Wan Recurring Charges,RG27 9UP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CHEVRON TRAFFIC MANAGEMENT LIMITED,CONF9075402171600303," £52,139.00 ",Safety Delivery,OX9 3XA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,782694," £52,115.70 ",RIS 1 Schemes,KT18 5BW,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,18-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,FOREST TRAFFIC SERVICES LTD,CONF9215402842148219," £52,034.55 ",LNMS Other Economy,NP19 4PN,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,03/01/2020,Non-stock Printing Purchases,Operations,APS Group Ltd,2000025791," £51,998.18 ",#,SK3 0ZP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,FOREST TRAFFIC SERVICES LTD,CONF9215402942148220," £51,908.70 ",Environment Water Quality Delivery,NP19 4PN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,30/01/2020,Support Services,Corporate Finance,Valuation Office Agency,100026975," £51,789.64 ",F036 for Credit Note 5106175366 - SR 9000774429,W1D 5BU,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,BENCHMARK ESTIMATING,781406," £51,618.60 ",Support General Other,M17 1WD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,BURGES SALMON,782309," £51,614.51 ",SR13 RIP Schemes,BS2 0ZX,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,CADENT GAS LIMITED (CIS) DIVERT/CONNECT,781948," £51,445.35 ",Complex Schemes,WV1 9AW,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC204017," £51,381.44 ",Environment Landscape Delivery,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,783562," £51,368.74 ",Support General Research and Development,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P30060 - Infrastructure,"Assurance, Audit, Risk Services",NETWORK RAIL CERTIFICATION BODY LTD,#," £51,368.46 ",(SS) Indep. Asses.(AsBo/NoBo/DeBo),,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,30/01/2020,Minor Developments,Local,Ghost (Digital) Limited,2000022450," £51,334.00 ",#,BA11 1HR,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,22/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £51,298.42 ",CRI - Possession Resource Team,,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,13/01/2020,Aviation Fuel Charge,Caernarfon SAR Helicopter Base,Bristow Helicopters Ltd,233082536," £51,217.39 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,21/01/2020,PROPERTY MAINTENANCE,EST REVIEW SWANSEA,B E BARKERS BUILDERS LIMITED,5100009411," £51,200.00 ",ELLIPSE SWANSEA BE BARKER STAGE 5-7,WV14 9NN,GB100520546,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,Consultants Costs,FINANCE & BUSINESS SERVICES,KNIGHTS PROFESSIONAL SERVICES LIMITED,782663," £51,066.00 ",Support General Corporate Services,ST5 0QW,,,,,,,,,,,,,,,,,,,
