Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
25/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524613,16.44,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524616,10.07,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524616,10225.28,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524617,481.59,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524617,498340.84,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524619,144.31,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524619,145767.89,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524620,65708.52,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524622,647093.04,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524640,28228.19,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524641,98.7,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524641,99686.04,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
19/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,526134,0.54,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
19/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,526134,548.06,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
12/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,527000,60856.28,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
12/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,527001,33183.98,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
12/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,527002,23762.31,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530225,3.18,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530225,3214.34,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530226,1.78,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530226,1795.63,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530228,-1687.6,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530229,4.96,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530229,5026.27,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530231,11514,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
28/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,530232,16354.93,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
19/07/2023,Training And Development Expenditure,Corporate Services - Finance Directorate,"Personal Expense, Name Withheld",528215,49.99,MF Devolved Admin-Training And Development Expenditure,,EMPLOYEE
12/07/2023,R & D Current Grants to Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,526983,46000,Automotive: CCAV The Meridian Hub-R & D Current Grants to Private Sector - NPISH,CV4 7AL,VENDOR
17/07/2023,R & D Current Grants to Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,527263,12431.43,Automotive: CCAV The Meridian Hub-R & D Current Grants to Private Sector - NPISH,CV4 7AL,VENDOR
17/07/2023,R & D Current Grants to Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,527265,46000,Automotive: CCAV The Meridian Hub-R & D Current Grants to Private Sector - NPISH,CV4 7AL,VENDOR
12/07/2023,Current Grants To Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,526968,12416.67,Automotive: C-CAV Zenzic-Current Grants To Private Sector - NPISH,CV4 7AL,VENDOR
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,1.5,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,1.51,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,1.77,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.42,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.52,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.52,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.7,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.75,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,2.85,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,3.05,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,3.64,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,4.47,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,5.56,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,6.04,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,7.63,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,7.81,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,7.92,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,10.57,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,11.62,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,12.49,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,15.98,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,17,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,18.21,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Other Travel,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,29.35,MF Devolved Admin-Other Travel,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,51.11,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Subsistence Overseas,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526137,51.46,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
10/07/2023,Other Travel,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526162,1.8,MF Devolved Admin-Other Travel,,EMPLOYEE
10/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526162,3.3,MF Devolved Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526162,8.65,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
10/07/2023,Taxi Services UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",526162,10,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,3.05,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,3.67,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,3.8,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Other Travel,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,4.8,MF Devolved Admin-Other Travel,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,6.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,7.4,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,8.65,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,8.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,9.55,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,9.6,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Taxi Services UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,10.03,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
27/07/2023,Taxi Services UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,10.97,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,13.25,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,14,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,18.95,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,20,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,20,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",529960,20,MF Devolved Admin-Subsistence UK,,EMPLOYEE
12/07/2023,R & D Current Grants to Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,526981,2500,Automotive: C-CAV Commercialising CAM-R & D Current Grants to Private Sector - NPISH,CV4 7AL,VENDOR
14/07/2023,R & D Current Grants to Private Sector - NPISH,Business Sectors - Advanced Manufacturing,Zenzic-UK Ltd,527264,2500,Automotive: C-CAV Commercialising CAM-R & D Current Grants to Private Sector - NPISH,CV4 7AL,VENDOR
13/07/2023,Consultancy Expenditure,"Corporate Services - Policy, Strategy and Private Office",Oddity Events and Marketing Ltd,526924,3000,DSIT Corporate Services Admin-Consultancy Expenditure,WC2H 0DT,VENDOR
