Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-24.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-24.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-24.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-24.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,499.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-100
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,189.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,189.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,189.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,166.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,166.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,166.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-28.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-43.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
