Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,231.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,77.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,77.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,77.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,77.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,38.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-36.14
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-72.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-72.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-72.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-216.84
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-289.12
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-298.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-397.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-542.1
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-722.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1043.54
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1084.2
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1192.62
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1364.22
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1391.39
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1445.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1590.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Disability Support,United Response,Services to People,Care Payments,18/12/2023,-1818.96
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,-9129.02
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,18258.04
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,13049.28
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,7746.6
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,-7465.48
Social Care Services,Engage Support Ltd,Services to People,Care Payments,18/12/2023,14930.96
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,3973.52
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,3311.28
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,1103.76
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,548.24
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,513.98
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,5518.8
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
Social Care Services,Future Directions CIC,Services to People,Care Payments,18/12/2023,4415.04
