Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2016/2017,18.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2017/2018,15.9,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2018/2019,19.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2019/2020,24.2,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2021/2022,24.4,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2022/2023,24.68,,,,,,,,,,,,,,,,,Up is Bad
NGPP01,Gap in smoking prevalence rate between adult general population and adults in routine and manual occupations,Annual,Financial Year,2012/2013,8.07,,,,,,,,,,,,,,,,,Neutral
NGPP01,Gap in smoking prevalence rate between adult general population and adults in routine and manual occupations,Annual,Financial Year,2013/2014,13.66,,,,,,,,,,,,,,,,,Neutral
NGPP01,Gap in smoking prevalence rate between adult general population and adults in routine and manual occupations,Annual,Financial Year,2014/2015,15.24,,,,,,,,,,,,,,,,,Neutral
NGPP01,Gap in smoking prevalence rate between adult general population and adults in routine and manual occupations,Annual,Financial Year,2015/2016,13.19,,,,,,,,,,,,,,,,,Neutral
NGPP01,Gap in smoking prevalence rate between adult general population and adults in routine and manual occupations,Annual,Financial Year,2016/2017,12.09,,,,,,,,,,,,,,,,,Neutral
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2008/2009,2666.6,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2009/2010,2901,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2010/2011,2778.9,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2011/2012,3051.5,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2012/2013,2576.3,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2013/2014,2671.8,,,,,,,,,,,,,,,,,Up is Bad
NHSOF01,"Potential Years of Life Lost from causes amenable to healthcare (DSR), per 100,000 population",Annual,Financial Year,2014/2015,2273.6,,,,,,,,,,,,,,,,,Up is Bad
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2015/2016,NC,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2017/2018,60.4,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2018/2019,62.2,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2019/2020,60.5,,,,,,,,60.5,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2020/2021,57.2,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2021/2022,53.2,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2022/2023,55.1,,,,,,,,,,,,,,,,,Up is Good
PHE11,Estimated dementia diagnosis rate (%) for people aged 65+ as recorded on practice disease registers,Annual,Financial Year,2023/2024,56.1,,,,,,,,,,,,,,,,,Up is Good
PHOF01,% of physically active and inactive adults - active adults ,Annual,Financial Year,2012/2013,61.54,,,,,,,,,,,,,,,,,Up is Good
PHOF01,% of physically active and inactive adults - active adults ,Annual,Financial Year,2013/2014,66.16,,,,,,,,,,,,,,,,,Up is Good
PHOF01,% of physically active and inactive adults - active adults ,Annual,Financial Year,2014/2015,62.18,,,,,,,,,,,,,,,,,Up is Good
PHOF01,% of physically active and inactive adults - active adults ,Annual,Financial Year,2015/2016,69.83,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2015/2016,66.71,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2016/2017,72.03,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2017/2018,76.4,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2018/2019,75.16,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2019/2020,70.92,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2020/2021,69.29,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2021/2022,75.2,,,,,,,,,,,,,,,,,Up is Good
PHOF01a,% of adults (aged 19+) that meet CMO recommendations for physical activity (150+ moderate intensity equivalent minutes per week),Annual,Financial Year,2022/2023,73.6,,,,,,,,,,,,,,,,,Up is Good
PHOF02,% of active and inactive adults - inactive adults ,Annual,Financial Year,2012/2013,23.67,,,,,,,,,,,,,,,,,Up is Bad
PHOF02,% of active and inactive adults - inactive adults ,Annual,Financial Year,2013/2014,21.09,,,,,,,,,,,,,,,,,Up is Bad
PHOF02,% of active and inactive adults - inactive adults ,Annual,Financial Year,2014/2015,21.57,,,,,,,,,,,,,,,,,Up is Bad
PHOF02,% of active and inactive adults - inactive adults ,Annual,Financial Year,2015/2016,17.54,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2015/2016,21.1,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2016/2017,18.3,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2017/2018,13.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2018/2019,15.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2019/2020,17.6,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2020/2021,21.2,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2021/2022,15.4,,,,,,,,,,,,,,,,,Up is Bad
PHOF02a,% of adults (aged 19+) that are physically inactive (<30 moderate intensity equivalent minutes per week),Annual,Financial Year,2022/2023,16.3,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2011/2012,461.73,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2012/2013,594.09,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2013/2014,657.5,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2014/2015,633.84,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2015/2016,658.5,,,,,,,,,,,,,,,,,Up is Bad
PHOF03,"Alcohol related admissions to hospital (per 100,000 population)",Annual,Financial Year,2016/2017,687,,,,,,,,,,,,,,,,,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2008/2009,35.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2009/2010,27.7,,,,,,,,,,,,,,,,,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2010/2011,27,,,,,,,,,,,,,,,,27.1,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2011/2012,25.3,,,,21.4,,,,27.8,,,,25.2,,,,17.6,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2012/2013,22.96,,,,28.5,,,,13.4,,,,32.2,,,,19.2,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2013/2014,21.59,,,,21.7,,,,21.4,,,,24.1,,,,17.7,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2014/2015,15.71,,,,10.5,,,,20.9,,,,13.3,,,,22,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2015/2016,20.41,,,,24.5,,,,18.9,,,,16.3,,,,15.2,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2016/2017,14.8,,,,16.6,,,,15.1,,,,12.5,,,,,Up is Bad
PHOF06,"Under 18 conceptions (per 1,000 females aged 15-17) (Calendar Year)",Quarterly,Financial Year,2017/2018,15.6,,,,,,,,,,,,,,,,,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2013/2014,21.4,,,,,,,,,,,,,,,,21.4,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2014/2015,16.5,,,,18.6,,,,18.5,,,,15.7,,,,16.5,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2015/2016,18.8,,,,20,,,,19.6,,,,20.4,,,,18.8,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2016/2017,16.8,,,,16.8,,,,15.8,,,,14.8,,,,16.8,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2017/2018,13,,,,14.8,,,,14.3,,,,15.6,,,,13,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2018/2019,17.2,,,,13.7,,,,15.8,,,,16.1,,,,17.2,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2019/2020,15.9,,,,18.2,,,,16.8,,,,16.4,,,,15.9,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2020/2021,9.9,,,,15.1,,,,12.8,,,,12.4,,,,9.9,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2021/2022,12.2,,,,9.9,,,,10.9,,,,10.2,,,,12.2,Up is Bad
PHOF06a,"Under 18 conceptions (per 1,000 females aged 15-17) (Rolling 12 Months)",Quarterly,Financial Year,2022/2023,,,,,13.1,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2010/2011,13.9,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2011/2012,14.1,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2012/2013,13.8,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2013/2014,10.7,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2014/2015,11.2,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2015/2016,12.3,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2016/2017,11.1,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2017/2018,10.4,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2018/2019,11.6,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2019/2020,10.4,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2020/2021,10.3,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2021/2022,8,,,,,,,,,,,,,,,,,Up is Bad
PHOF10,% of women who smoke at the time of delivery - (CYC),Annual,Financial Year,2022/2023,8.1,,,,,,,,,,,,,,,,,Up is Bad
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2011/2012,66.5,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2012/2013,67.4,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2013/2014,67,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2014/2015,66.1,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2015/2016,65.6,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2016/2017,65.9,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2017/2018,64.7,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2018/2019,65.3,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2019/2020,66.4,,,,,,,,,,,,,,,,,Up is Good
PHOF101,Healthy life expectancy at birth - Female,Annual,Financial Year,2020/2021,64.6,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2011/2012,62.2,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2012/2013,63.4,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2013/2014,62.6,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2014/2015,65,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2015/2016,65.8,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2016/2017,66.2,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2017/2018,65.3,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2018/2019,65.5,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2019/2020,65.8,,,,,,,,,,,,,,,,,Up is Good
PHOF102,Healthy life expectancy at birth - Male,Annual,Financial Year,2020/2021,65.3,,,,,,,,,,,,,,,,,Up is Good
