"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Financial Operations","DFE-2200","HEO - National","30332","33371","Higher Executive Officer - Financial Operations HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: National","DFE-2021","Grade 7 - National","51357","59332","Manager - Regions Group: National Grade 7-East Of England","1.00","Other","East Of England"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","HEO - National","30332","33371","Higher Executive Officer - Workforce Skills, Strategy and Inclusion HEO (Position Vacate:31/07/2023)-North East","1.00","Other","North East"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","Grade 7 - National","51357","59332","Manager - School Rebuilding Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","SEND Review Implementation","DFE-2187","Senior Executive Officer - London","41435","45875","Senior Executive Officer - SEND Review Implementation SEO-London","3.00","Other","London"
"Department for Education","Department for Education","Strategic Policy Directorate (SPD)","DFE-2517","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Policy Design and Capability Unit SEO-London","2.00","Other","London"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","HEO - National","30332","33371","Higher Executive Officer - Digital Strategy HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Free Schools, FE and Skills","DFE-2003","Grade 6 - National","62540","69061","Manager - Free Schools, FE and Skills Grade 6 (Position Vacate:14/07/2023)-South West","1.00","Other","South West"
"Department for Education","Department for Education","Social Work Workforce","DFE-2558","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Social Work Workforce SEO (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 7 - London","55022","63601","Manager - Capital Commercial Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Condition Funding & Response","DFE-2344","Grade 6 - London","65783","73146","Manager - Seconded Out Paid (Fixed Term)-London","0.64","Other","London"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","Grade 7 - National","51357","59332","Manager - National Operations Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Data Protection Office","DFE-2411","HEO - National","30332","33371","Higher Executive Officer - Data Protection Office HEO-North East","0.55","Other","North East"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","EO: EO (Experienced) - London","30562","30562","Executive Officer - School Rebuilding EO-London","1.00","Other","London"
"Department for Education","Department for Education","Customer Service","DFE-2334","EO: EO (Experienced) - National","26936","26936","Executive Officer - Business Operations & Transformation EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Families Support","DFE-2117","Grade 7 - National","51357","59332","Manager - Flexible Childcare and Supporting Families Grade 7-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND Review Implementation","DFE-2187","Grade 7 - National","51357","59332","Manager - SEND Review Implementation Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","STEM","DFE-2316","HEO - National","30332","33371","Higher Executive Officer - STEM HEO-North East","2.30","Other","North East"
"Department for Education","Department for Education","Transformation","DFE-2407","EO - National","25900","25900","Executive Officer - Transformation EO-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","EO: EO (Experienced) - National","26936","26936","Executive Officer - National Operations HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Assessment, Standards, Quality and Provider Market Strategy","DFE-2127","HEO - National","30332","33371","Higher Executive Officer - Assessment, Standards, Quality and Provider Market Strategy HEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Education and Skills Funding Agency","School Resource Management","DFE-2089","HEO - National","30332","33371","Higher Executive Officer - School Resource Management HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","HEO - London","34031","37494","Higher Executive Officer - Workforce Skills, Strategy and Inclusion HEO-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Grade 6 - National","62540","69061","Manager - End User Compute Services Grade 6-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","ESFA Finance","DFE-2370","HEO - London","34031","37494","Higher Executive Officer - ESFA Finance HEO-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Senior Executive Officer - National","37593","41506","Senior Executive Officer - End User Compute Services SEO (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Future Student Finance and Funding​","DFE-2391","Grade 7 - National","51357","59332","Manager - Future Student Finance and Funding​ Grade 7-East Midlands","2.00","Other","East Midlands"
"Department for Education","Department for Education","Regions Group: South West","DFE-2092","Grade 6 - National","62540","69061","Manager - Regions Group: South West Grade 6-South West","3.80","Other","South West"
"Department for Education","Department for Education","Estates, Security and People","DFE-2025","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Estates, Security and People SEO-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Special Project: ALH SEO-South West","1.00","Other","South West"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Schools Commercial Strategy SEO-North East","12.00","Other","North East"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","SEO (Senior Prof & Technical Officer) - London","46603","51909","Senior Executive Officer - Assessment Research and Development SEO-London","11.00","Other","London"
"Department for Education","Department for Education","Outcomes of Children with a Social Worker","DFE-2347","Grade 7 - National","51357","59332","Manager - Outcomes of Children with a Social Worker Grade 7-Unknown","0.80","Other","Unknown"
"Department for Education","Department for Education","Families Analysis","DFE-2567","SEO (Senior Research Officer) - National","43249","47560","Senior Executive Officer - Families Analysis SEO-North East","7.81","Other","North East"
