Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,VEALE WASBROUGH VIZARDS LLP (TR140),LOMD261615,30600,RIS 2 Schemes,BS1 4QA
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,AECOM,722438,31953.4,Operate General Other,AL1 9WQ
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,VEALE WASBROUGH VIZARDS LLP (TR140),LOMD261610,32369.52,SR13 RIP Schemes,BS1 4QA
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,722464,32657.56,Feasibility,BS32 4SY
Department For Transport,Highways England,30/10/2017,ICT Software Maintenance,OPERATIONS DIRECTORATE,PITNEY BOWES SOFTWARE EUROPE LIMITED,722447,33050,Operate General Management Costs,AL10 9UJ
Department For Transport,Highways England,30/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",TRL LTD,722409,34046,Support General Other,RG40 3GA
Department For Transport,Highways England,30/10/2017,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,722433,34878.1,Support General Ex Admin,OX4 4DQ
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722417,35694.23,RIS 1 Schemes,EN6 3NP
Department For Transport,Highways England,30/10/2017,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,SKANSKA CONSTRUCTION UK LTD,722531,36291.63,Renewals of Structures,WD3 9AS
Department For Transport,Highways England,30/10/2017,TA Cost AUC - ICT (A),OPERATIONS DIRECTORATE,PITNEY BOWES SOFTWARE EUROPE LIMITED,722446,36600,Operate General Management Costs,AL10 9UJ
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,MOTT MACDONALD GROUP LTD,722455,36780.38,Technology Maintenance,CR0 2EE
Department For Transport,Highways England,30/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",THE POLICE AND CRIME COMMISSIONER FOR GLOUCESTERSHIRE,722501,37500,Support General Research and Development,GL2 2AN
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,ATKINS-CH2M JOINT VENTURE,722529,38119.59,TM - Other,W6 7EF
Department For Transport,Highways England,30/10/2017,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,722433,39179.91,Customer Operations Traffic Management,OX4 4DQ
Department For Transport,Highways England,30/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,722469,42759.49,Support General Other,NE1 3PL
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,BAE SYSTEMS APPLIED INTELLIGENCE,722460,42800,Technology Projects - Safety,GU2 7YP
Department For Transport,Highways England,30/10/2017,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722421,44038.59,Renewals of Roads,EN6 3NP
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CH2M HILL UNITED KINGDOM,722463,48613.7,Operate General Other,W6 7EF
Department For Transport,Highways England,30/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",ATKINS-CH2M JOINT VENTURE,722431,49912.36,TM - Other,W6 7EF
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,SKANSKA CONSTRUCTION UK LTD,722532,51878.29,Technology Projects - Economy,WD3 9AS
Department For Transport,Highways England,30/10/2017,ICT Software Maintenance,IT DIRECTORATE,VODAFONE LIMITED (TELEPHONE ACCOUNTS),722490,53456.2,Support General Corporate Services,SE1 0SL
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD SWECO,722448,53547.71,Major Projects Pipeline Schemes,SO50 9NW
Department For Transport,Highways England,30/10/2017,ICT Consultancy Costs,IT DIRECTORATE,WSP UK LIMITED,722420,53777.21,Support General ICT Programme,RG21 4HJ
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,AECOM,722437,68090.36,Operate General Other,AL1 9WQ
Department For Transport,Highways England,30/10/2017,TEC - Technology Maintenance,IT DIRECTORATE,MOTT MACDONALD GROUP LTD,722488,71282.48,Maintenance Other,CR0 2EE
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CH2M HILL UNITED KINGDOM,722466,71433.52,Operate General Other,W6 7EF
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,MOTT MACDONALD GROUP LTD,722487,73659.62,Technology Maintenance,CR0 2EE
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,GENESYS TELECOMMUNICATIONS LTD,722398,112230,Customer Operations Technology PFI,GU14 7BF
Department For Transport,Highways England,30/10/2017,TA Cost AUC - ICT (A),IT DIRECTORATE,SYSTEMS UP LTD,722445,115620,Support General Corporate Services,EC2A 4JU
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,ARCADIS LLP,722453,118426.98,Support General Other,M60 3NT
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,722517,123768.91,SR13 RIP Schemes,SL6 4UB
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,VEALE WASBROUGH VIZARDS LLP (TR140),LOMD261614,124000,RIS 2 Schemes,BS1 4QA
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,GOVERNMENT LEGAL DEPARTMENT,722475,125250,SR10 Schemes,GL1 2AZ
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,ARCADIS LLP,722456,125420.52,Support General Other,M60 3NT
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,ARCADIS LLP,722452,125587.43,Support General Other,M60 3NT
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722419,137186.18,Operate S274/S278,EN6 3NP
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,XPO SUPPLY CHAIN UK LTD,722454,140000,Technology Maintenance,NN5 7SL
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722424,167118.43,Operate S274/S278,EN6 3NP
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,JC PEACOCK AND COMPANY LIMITED,722530,172713.84,Protocol Strategic Salt,KA8 8AE
Department For Transport,Highways England,30/10/2017,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,GEOFFREY OSBORNE LTD,722407,180125.31,Renewals of Roads,CV21 2DU
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,AECOM INFRASTRUCTURE & ENVIRONMENT UK LIMITED,722435,201046.95,RIS 1 Schemes,RG21 7PP
Department For Transport,Highways England,30/10/2017,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,SKANSKA CONSTRUCTION UK LTD,722532,210972.61,Renewals of Roads,WD3 9AS
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,722504,218008.28,Complex Schemes,S1 3EF
Department For Transport,Highways England,30/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,722508,224419.4,Complex Schemes,S1 3EF
Department For Transport,Highways England,30/10/2017,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,SKANSKA CONSTRUCTION UK LTD,722531,250002,Renewals of Roads,WD3 9AS
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722418,283389.82,Operate S274/S278,EN6 3NP
Department For Transport,Highways England,30/10/2017,TEC - Technology Maintenance,IT DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,722462,284105.74,Technology Maintenance,CV34 5AH
Department For Transport,Highways England,30/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,722423,317772.74,Operate S274/S278,EN6 3NP
Department For Transport,Highways England,30/10/2017,Contractor Costs,IT DIRECTORATE,GENESYS TELECOMMUNICATIONS LTD,722397,486841.73,Customer Operations Technology PFI,GU14 7BF
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT A30/A35 LTD,722607,507.84,Local Network Managed Scheme Safety,NW1 3AX
Department For Transport,Highways England,31/10/2017,Travel - Air Domestic,FINANCE & BUSINESS SERVICES,REDFERN TRAVEL LTD,5064,518.44,Mode of Travel is Travel - Air Domestic this represents 2 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Meeting Room Hire,MAJOR PROJECTS,CALDER CONFERENCES LIMITED,722670,542.4,Support General Corporate Services,LS16 6RF
Department For Transport,Highways England,31/10/2017,Electricity,FINANCE & BUSINESS SERVICES,GVA GRIMLEY LTD T/A GVA,722667,578.86,Support General Ex Admin,B1 2JB
Department For Transport,Highways England,31/10/2017,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,ROBERTSON SIMPSON,722639,600,Corporate,NE11 9SN
Department For Transport,Highways England,31/10/2017,Meeting Room Hire,OPERATIONS DIRECTORATE,CALDER CONFERENCES LIMITED,722615,645,Operate General Management Costs,LS16 6RF
Department For Transport,Highways England,31/10/2017,UK subsistence,STRATEGY & PLANNING DIR,REDFERN TRAVEL LTD,5064,645.76,This relates to 9 Hotel stays accross 7 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Operational Vehicle consumables,OPERATIONS DIRECTORATE,PRO-TECT SAFETY SIGNS,722647,664,Customer Operations Traffic Management,BS24 6TA
Department For Transport,Highways England,31/10/2017,Travel - Rail - Standard,GENERAL COUNSEL,REDFERN TRAVEL LTD,5064,691.6,Mode of Travel is Travel - Rail - Standard this represents 10 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,External seminars and conferences,HUMAN RESOURCES,CALDER CONFERENCES LIMITED,722574,748.04,Support General Corporate Services,LS16 6RF
Department For Transport,Highways England,31/10/2017,UK subsistence,CORP AFFAIRS & COMMS DIR,REDFERN TRAVEL LTD,5064,784.17,This relates to 7 Hotel stays accross 7 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,HAMMOND (ECS) LTD,722560,786.73,Protocol HRE,CF44 0AE
Department For Transport,Highways England,31/10/2017,External seminars and conferences,FINANCE & BUSINESS SERVICES,GOVNET COMMUNICATIONS,722682,796,Support General Ex Admin,M1 6PP
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT A30/A35 LTD,722608,806.22,Local Network Managed Scheme Safety,NW1 3AX
Department For Transport,Highways England,31/10/2017,Electricity,FINANCE & BUSINESS SERVICES,GVA GRIMLEY LTD T/A GVA,722642,815.59,Support General Ex Admin,B1 2JB
Department For Transport,Highways England,31/10/2017,UK subsistence,COMMERCIAL & PROCUREMENT,REDFERN TRAVEL LTD,5064,825.6,This relates to 14 Hotel stays accross 13 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Travel - Rail - Standard,FINANCE & BUSINESS SERVICES,REDFERN TRAVEL LTD,5064,939.2,Mode of Travel is Travel - Rail - Standard this represents 21 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Travel - Rail - Standard,"SAFETY, ENGINEERING AND STANDARDS",REDFERN TRAVEL LTD,5064,950.65,Mode of Travel is Travel - Rail - Standard this represents 10 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Travel - Air Domestic,"SAFETY, ENGINEERING AND STANDARDS",REDFERN TRAVEL LTD,5064,1042.17,Mode of Travel is Travel - Air Domestic this represents 5 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Travel - Rail - Standard,OPERATIONS DIRECTORATE,REDFERN TRAVEL LTD,5064,1080.86,Mode of Travel is Travel - Rail - Standard this represents 29 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",ATKINS-CH2M JOINT VENTURE,722571,1103.64,Support General Other,W6 7EF
Department For Transport,Highways England,31/10/2017,UK subsistence,GENERAL COUNSEL,REDFERN TRAVEL LTD,5064,1144.7,This relates to 7 Hotel stays accross 7 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722590,1300,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT A30/A35 LTD,722602,1329.48,Local Network Managed Scheme Safety,NW1 3AX
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT A30/A35 LTD,722609,1368.96,Local Network Managed Scheme Safety,NW1 3AX
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,722583,1394.96,SR10 Schemes,LU1 1JB
Department For Transport,Highways England,31/10/2017,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,ROBERTSON SIMPSON,722637,1440,Corporate,NE11 9SN
Department For Transport,Highways England,31/10/2017,UK subsistence,OPERATIONS DIRECTORATE,REDFERN TRAVEL LTD,5064,1461.86,This relates to 24 Hotel stays accross 20 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Contractor Costs,"SAFETY, ENGINEERING AND STANDARDS",TRL LTD,722677,1500,Support General Research and Development,RG40 3GA
Department For Transport,Highways England,31/10/2017,UK subsistence,IT DIRECTORATE,REDFERN TRAVEL LTD,5064,1541.41,This relates to 24 Hotel stays accross 18 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,UK subsistence,IT DIRECTORATE,REDFERN TRAVEL LTD,5064,1572.84,This relates to 18 Hotel stays accross 14 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Travel - Rail - Standard,HUMAN RESOURCES,REDFERN TRAVEL LTD,5064,1606.7,Mode of Travel is Travel - Rail - Standard this represents 30 journeys within the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,UK subsistence,OPERATIONS DIRECTORATE,REDFERN TRAVEL LTD,5064,1644.92,This relates to 13 Hotel stays accross 11 employees for the given Directorate,BD1 3AZ
Department For Transport,Highways England,31/10/2017,Electricity,FINANCE & BUSINESS SERVICES,GVA GRIMLEY LTD T/A GVA,722664,1720.85,Support General Ex Admin,B1 2JB
Department For Transport,Highways England,31/10/2017,Meeting Room Hire,"SAFETY, ENGINEERING AND STANDARDS",CALDER CONFERENCES LIMITED,722577,1750.7,Support General Corporate Services,LS16 6RF
Department For Transport,Highways England,31/10/2017,Lands Costs,OPERATIONS DIRECTORATE,VALUATION OFFICE AGENCY (VOA),LOMD261617,1819,Local Network Managed Scheme Other Integration,GL4 7RT
Department For Transport,Highways England,31/10/2017,Legal Costs,MAJOR PROJECTS,GOWLING WLG (UK) LLP,722659,1849.92,Operate S274/S278,SE1 2AU
Department For Transport,Highways England,31/10/2017,TA Cost AUC - ICT (A),FINANCE & BUSINESS SERVICES,OFFICE UPDATE,722588,2177.4,Support General Corporate Services,LE4 1ET
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,HILL & SMITH T/A VARIABLE MESSAGE SIGNS,722551,2219.96,Innovation Safety Delivery,HP19 8BP
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722641,2370,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722643,2370,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722646,2370,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722570,2500,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,External seminars and conferences,FINANCE & BUSINESS SERVICES,LEWIS LIVE GROUP,722681,2520,Support General Ex Admin,KT1 2SZ
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,722594,2539.72,Feasibility,SL6 4UB
Department For Transport,Highways England,31/10/2017,Contractor Costs,OPERATIONS DIRECTORATE,CARILLION CONSTRUCTION T/A CARILLION RAIL,722550,2799.02,Protocol HRE,CR9 0AU
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722573,2812.5,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,TRAFFIC WATCH (UK) LTD,722621,2880,Local Network Managed Scheme Safety,BR5 3QY
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722572,3125,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722624,3125,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722628,3125,TM - Other,MK9 1EH
Department For Transport,Highways England,31/10/2017,Contractor Costs,IT DIRECTORATE,LUCID SUPPORT SERVICES LIMITED,722631,3125,TM - Other,MK9 1EH
