Property Reference,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Liable From,RV,Property Description,Charity Y/N,Disc %,Mand %,SBRR Y/N,s44a Y/N,Hardship Y/N,Local Discount,Retail Relief Y/N
1.58E+13,SPECSAVERS OPTICAL SUPERSTORES  ,                                ,                                ,                                ,67 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1BZ,01.04.2005                                               ,16750,SHOP AND PREMISES                                           ,N,0,0,N,N,N,N,N
1.58E+13,GEMCABIN LTD                    ,                                ,                                ,                                ,69 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1BZ,01.04.2005                                               ,10000,SHOP AND PREMISES                                           ,N,0,0,N,N,N,Y,Y
1.58E+13,DIXY CHICKEN ROCHDALE LTD       ,                                ,                                ,                                ,2-4 REED HILL                      ,YORKSHIRE STREET                   ,ROCHDALE                        ,LANCASHIRE                      ,OL16 1DF,27.07.2018                                               ,17250,Shop and Premises                                           ,N,0,0,N,N,N,Y,Y
1.58E+13,APPLE PROPERTY DEVELOPMENTS LTD ,                                ,1ST & 2ND FLRS                  ,                                ,2-4 REED HILL                      ,YORKSHIRE STREET                   ,ROCHDALE                        ,LANCASHIRE                      ,OL16 1DF,10.06.2018                                               ,9100,Offices and Premises                                        ,N,0,0,N,N,N,N,N
1.58E+13,CANCER RESEARCH UK              ,                                ,                                ,                                ,71 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DB,01.04.2005                                               ,9200,SHOP AND PREMISES                                           ,Y,0,80,N,N,N,N,N
1.58E+13,USMAN (MANCHESTER) LTD T/A      ,ROCHDALE DISCOUNT STORE         ,                                ,                                ,75 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DB,01.12.2015                                               ,27750,SHOP AND PREMISES                                           ,N,0,0,N,N,N,Y,Y
1.58E+13,SCOPE LTD                       ,                                ,                                ,                                ,77 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DB,01.04.2005                                               ,12000,SHOP AND PREMISES                                           ,Y,0,80,N,N,N,Y,Y
1.58E+13,ROCHDALE SHAWARMA LTD           ,                                ,                                ,                                ,81 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DB,20.04.2017                                               ,12750,SHOP AND PREMISES                                           ,N,0,0,Y,N,N,Y,Y
1.58E+13,SAYERS THE BAKERS LTD           ,                                ,                                ,                                ,91 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DW,09.06.2008                                               ,9600,SHOP AND PREMISES                                           ,N,0,0,N,N,N,N,N
1.58E+13,ADVANCED HAIR & SKIN CLINIC LTD ,                                ,1ST AND 2ND FLR                 ,91A                             ,YORKSHIRE STREET                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DW,08.08.2007                                               ,6000,HEALTH & BEAUTY CONSULTANT                                  ,N,0,0,Y,N,N,N,N
1.58E+13,FARMFOODS LTD                   ,                                ,                                ,                                ,93-95 YORKSHIRE STREET             ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DW,01.04.2005                                               ,29250,SHOP AND PREMISES                                           ,N,0,0,N,N,N,N,N
158008003900X3     ,RSPCA ROCHDALE & DISTRICT BRANCH,Redacted Personal Data,                                ,                                ,97 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DW,01.04.2005                                               ,12750,SHOP AND PREMISES                                           ,Y,0,80,N,N,N,Y,Y
1.58E+13,PUDDING PARADISE LTD            ,                                ,                                ,                                ,105 YORKSHIRE STREET               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DR,01.10.2017                                               ,11500,CAFE AND PREMISES                                           ,N,0,0,Y,N,N,N,N
1.58E+13,TCT ROCHDALE LTD                ,T/A THE CASH TRADER             ,                                ,                                ,115 YORKSHIRE STREET               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DR,23.07.2018                                               ,7000,SHOP AND PREMISES                                           ,N,0,0,Y,N,N,N,N
