Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Invoice Number,Invoice Distribution Amount,Account Code,Cost Centre
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£2,227",9115102900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,219",9115102901,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£2,213",9115102900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,213",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,"£2,204",5222502900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,197",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,188",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,"£2,186",5222502900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CS HS HDAS NON CONTRACT,TELEREAL TRILLIUM,995466,"£2,186",9115102900,10394113
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£2,185",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,"£2,173",5217100002,10392330
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,167",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,163",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,146",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,146",9115102901,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£2,144",9115102900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,141",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,139",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,137",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,"£2,136",5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£2,132",5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£2,127",5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER,CMG OPS EXTERNAL CONTRACTS/SLAS LAW CHARGES,ROYAL BANK OF SCOTLAND,RBS-24-JAN-2018,"£2,120",5224100000,10416549
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,109",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,105",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£2,101",9115102901,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,092",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,092",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,092",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,086",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,072",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,060",9115102901,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£2,058",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,043",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,041",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,037",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,005",5222502900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£2,003",9115102900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£2,003",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£2,000",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,"£1,999",5217100002,10392330
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,989",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,970",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,"£1,960",5217100002,10392330
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CS HS HDAS NON CONTRACT,TELEREAL TRILLIUM,995466,"£1,954",9115102900,10394113
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,946",9115102901,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,944",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,943",9115102901,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,931",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,900",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,893",5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,883",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,880",9115102901,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,876",5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,865",5222502900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,859",9115102900,10393855
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,858",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD SHEFFIELD KINGS COURT,TELEREAL TRILLIUM,991728,"£1,854",9115102901,10393833
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,852",5217100002,10392328
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,852",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,829",9115102901,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,825",9115102901,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,813",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,812",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,799",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD NEWCASTLE ESTATE,UK MAIL,5606646,"£1,798",5217100002,10392330
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,793",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,792",9115102901,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,"£1,783",5222502900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,780",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,778",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,778",5217100002,10392328
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,766",9115102900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,761",9115102900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,757",9115102901,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,746",9115102900,10393855
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,739",5222502900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,738",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,735",9115102900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,730",9115102901,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,726",9115102900,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,723",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,721",9115102901,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD SHEFFIELD KINGS COURT,TELEREAL TRILLIUM,995466,"£1,721",9115102900,10393833
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,710",9115102900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD BIRCHWOOD,TELEREAL TRILLIUM,995466,"£1,709",9115102900,10393801
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,709",9115102901,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,CHG UC PROGRAMME MANAGER,TELEREAL TRILLIUM,995466,"£1,693",9115102900,10386925
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD MANCHESTER ANCHORAGE HOUSE,TELEREAL TRILLIUM,995513,"£1,676",5222502900,10393810
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,670",5222502900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,670",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,660",9115102901,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,659",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,"£1,625",5222502900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,623",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,616",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,615",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,615",9115102901,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,613",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,599",9115102901,10393860
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,CMG OPS CO SUPPORT CENTRALLY HELD NON PEOPLE,XEROX UK LTD 3W,2677151,"£1,597",5217102902,10416031
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,581",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,574",5222502900,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,573",9115102901,10393855
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,565",9115102901,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,563",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995513,"£1,554",5222502900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER UTILITIES COST - PRIME,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995513,"£1,542",5222502900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£1,542",9115102900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£1,535",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£1,524",5217100002,10392328
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,991728,"£1,524",9115102901,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CS HS HDAS NON CONTRACT,TELEREAL TRILLIUM,995466,"£1,523",9115102900,10394113
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,519",9115102901,10393860
DWP,CORPORATE,17-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME VARIABLE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,991728,"£1,505",9115102901,10393860
DWP,EMPLOYMENT PROGRAMMES,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP REMPLOY,REMPLOY LTD,99776,"£1,493",5213102915,10419070
